order_id,customer_id,order_date,product_name,category,quantity,unit_price,discount_pct,revenue,city,quan_huyen,status,delivery_days,rating
ORD000015,CUS013167,2024-03-19 06:01:33,Dầu ăn Simply 5L,FMCG,8,28000,0.39,136640,TP.HCM,Q.Gò Vấp,Hoàn thành,1.0,5.0
ORD000016,CUS009068,2024-03-27 04:10:53,Sandal Birkenstock,Thời Trang,10,461000,0.15,3918500,TP.HCM,,Hoàn thành,1.5,5.0
ORD000017,CUS008022,2024-03-12 13:41:00,Kem đánh răng Colgate,FMCG,1,96000,0.06,90240,TP.HCM,Q.7,Hoàn thành,1.6,5.0
ORD000018,CUS017890,2024-03-10 17:42:04,Tai nghe Sony WH-1000XM5,Điện Tử,1,1710000,0.55,769500,TP.HCM,,Hoàn thành,2.1,
ORD000019,CUS023717,2024-03-18 05:14:23,Thảm yoga Decathlon,Thể Thao,1,896000,0.02,878080,Đà Nẵng,Thanh Khê,Hoàn thành,2.5,5.0
ORD000020,CUS019414,2024-03-25 17:47:15,Nồi cơm điện Cuckoo,Gia Dụng,1,1329000,0.0,1329000,TP.HCM,Q.Tân Bình,Hoàn trả,1.9,
ORD000021,CUS027358,2024-03-05 10:38:26,Máy lọc không khí Xiaomi,Gia Dụng,3,522000,0.0,1566000,Hà Nội,Đống Đa,Hoàn thành,2.0,
ORD000022,CUS010895,2024-03-15 03:36:58,Áo thun Uniqlo,Thời Trang,2,277000,0.25,415500,Hải Phòng,,Hoàn thành,3.9,
ORD000023,CUS019931,2024-03-25 11:50:27,Hub USB-C 7 in 1,Phụ Kiện,1,215000,0.14,184900,TP.HCM,Q.12,Hoàn thành,1.7,5.0
ORD000024,CUS005842,2024-03-03 23:02:37,Hub USB-C 7 in 1,Phụ Kiện,1,164000,0.16,137760,Hà Nội,Cầu Giấy,Hoàn thành,1.3,
ORD000025,CUS008061,2024-03-04 03:48:21,Thảm yoga Decathlon,Thể Thao,1,376000,0.0,376000,TP.HCM,,Hoàn thành,1.0,
ORD000026,CUS001250,2024-03-02 09:09:45,Túi xách Coach,Thời Trang,1,207000,0.08,190440,Cần Thơ,,Hoàn trả,5.1,
ORD000027,CUS021980,2024-03-22 07:31:01,Sữa tắm Nivea,FMCG,5,47000,0.15,199750,Hà Nội,Ba Đình,Hoàn thành,1.5,4.0
ORD000028,CUS020599,2024-03-28 21:39:12,Tai nghe Sony WH-1000XM5,Điện Tử,1,1490000,0.21,1177100,TP.HCM,,Hoàn thành,1.7,
ORD000029,CUS002142,2024-03-15 14:10:19,Apple Watch Series 9,Điện Tử,9,326000,0.0,2934000,TP.HCM,Q.12,Hoàn thành,0.7,
ORD000030,CUS004048,2024-03-27 17:02:34,Máy xay sinh tố Vitamix,Gia Dụng,9,200000,0.0,1800000,TP.HCM,,Hoàn thành,1.5,
ORD000031,CUS020134,2024-03-27 18:28:23,Quạt điều hòa Casper,Gia Dụng,7,1137000,0.0,7959000,TP.HCM,Q.Tân Bình,Hoàn thành,1.0,3.0
ORD000032,CUS025612,2024-03-18 13:39:11,Cáp sạc nhanh USB-C,Phụ Kiện,10,94000,0.29,667400,Hải Phòng,Lê Chân,Hoàn thành,5.4,
ORD000033,CUS017955,2024-03-23 11:21:47,Quần jeans Levi's 501,Thời Trang,3,464000,0.39,849120,Hà Nội,,Hoàn thành,1.7,4.0
ORD000034,CUS014166,2024-03-20 11:34:51,Quần jeans Levi's 501,Thời Trang,9,901000,0.11,7217010,Đà Nẵng,,Hoàn thành,4.5,
ORD000035,CUS005355,2024-03-09 00:19:00,Sữa tắm Nivea,FMCG,1,35000,0.59,14350,TP.HCM,,Hoàn thành,0.9,
ORD000036,CUS005300,2024-03-17 22:09:26,Túi xách Coach,Thời Trang,1,129000,0.3,90300,Hà Nội,,Đã hủy,1.9,
ORD000037,CUS000714,2024-03-01 16:06:50,Tai nghe Sony WH-1000XM5,Điện Tử,1,890000,0.0,890000,TP.HCM,Q.1,Hoàn thành,1.6,
ORD000038,CUS027046,2024-03-23 19:29:57,Dầu ăn Simply 5L,FMCG,9,43000,0.13,336690,TP.HCM,,Hoàn thành,1.9,4.0
ORD000039,CUS027025,2024-03-01 08:42:40,Áo thun Uniqlo,Thời Trang,10,345000,0.24,2622000,TP.HCM,,Hoàn trả,1.8,
ORD000040,CUS006761,2024-03-08 23:52:15,Máy lọc không khí Xiaomi,Gia Dụng,1,1036000,0.02,1015280,Hà Nội,Hoàng Mai,Hoàn thành,2.1,5.0
ORD000041,CUS004188,2024-03-05 10:56:46,Mì Hảo Hảo thùng 30 gói,FMCG,4,79000,0.0,316000,Cần Thơ,,Đã hủy,3.9,
ORD000042,CUS023934,2024-03-07 03:21:46,Giày chạy bộ Adidas Ultraboost,Thể Thao,7,391000,0.2,2189600,TP.HCM,,Hoàn thành,1.9,4.0
ORD000043,CUS003835,2024-03-03 21:51:03,Robot hút bụi Roomba,Gia Dụng,4,1415000,0.47,2999800,TP.HCM,Q.12,Hoàn thành,1.5,
ORD000044,CUS018954,2024-03-15 15:17:46,Quần jeans Levi's 501,Thời Trang,1,523000,0.04,502080,Hà Nội,Hoàn Kiếm,Hoàn thành,1.0,5.0
ORD000045,CUS001733,2024-03-03 10:06:46,Vợt cầu lông Yonex,Thể Thao,1,341000,0.12,300080,TP.HCM,Q.Bình Thạnh,Hoàn trả,1.7,1.0
ORD000046,CUS003829,2024-03-06 07:53:41,Thảm yoga Decathlon,Thể Thao,1,556000,0.36,355840,Hà Nội,Cầu Giấy,Hoàn thành,1.1,
ORD000047,CUS008403,2024-03-12 21:55:49,Túi xách Coach,Thời Trang,1,138000,0.07,128340,TP.HCM,Q.3,Hoàn thành,1.6,
ORD000048,CUS023172,2024-03-15 12:26:12,Sandal Birkenstock,Thời Trang,6,663000,0.09,3619980,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.2,
ORD000049,CUS020699,2024-03-25 06:31:10,Máy lọc không khí Xiaomi,Gia Dụng,1,760000,0.14,653600,TP.HCM,Q.Tân Bình,Hoàn thành,1.4,3.0
ORD000050,CUS023918,2024-03-27 09:52:25,Samsung Galaxy S24,Điện Tử,1,511000,0.04,490560,TP.HCM,,Hoàn thành,1.1,
ORD000051,CUS022996,2024-03-18 16:37:22,Áo khoác bomber,Thời Trang,1,273000,0.0,273000,TP.HCM,,Hoàn thành,2.2,5.0
ORD000052,CUS025157,2024-03-09 21:27:22,iPhone 15 Pro,Điện Tử,10,1957000,0.0,19570000,Đà Nẵng,Ngũ Hành Sơn,Hoàn thành,3.4,
ORD000053,CUS022578,2024-03-02 10:24:35,Găng tay boxing,Thể Thao,1,240000,0.0,240000,Hà Nội,Long Biên,Hoàn thành,1.4,
ORD000054,CUS000756,2024-03-17 13:34:00,Quạt điều hòa Casper,Gia Dụng,6,960000,0.0,5760000,Hà Nội,Hoàng Mai,Hoàn thành,1.4,5.0
ORD000055,CUS025376,2024-03-23 22:33:00,Robot hút bụi Roomba,Gia Dụng,1,1271000,0.38,788020,TP.HCM,Q.1,Hoàn thành,1.5,4.0
ORD000056,CUS019248,2024-03-26 10:39:53,Xe đạp Giant ATX,Thể Thao,8,386000,0.0,3088000,Đà Nẵng,,Hoàn thành,3.2,3.0
ORD000057,CUS003723,2024-03-14 17:45:38,Nước giặt OMO 3.7kg,FMCG,1,39000,0.09,35490,TP.HCM,Q.1,Hoàn thành,1.5,
ORD000058,CUS021527,2024-03-17 18:36:05,Nước giặt OMO 3.7kg,FMCG,1,63000,0.2,50400,Hà Nội,,Hoàn thành,1.6,
ORD000059,CUS018863,2024-03-21 06:06:33,Máy ảnh Sony A7 IV,Điện Tử,6,451000,0.0,2706000,Hà Nội,,Hoàn thành,1.6,4.0
ORD000060,CUS017827,2024-03-03 03:33:22,Máy ảnh Sony A7 IV,Điện Tử,2,783000,0.02,1534680,TP.HCM,Q.7,Đã hủy,2.1,2.0
ORD000061,CUS006068,2024-03-14 10:57:38,Máy lọc không khí Xiaomi,Gia Dụng,3,386000,0.0,1158000,Hà Nội,,Hoàn thành,1.8,4.0
ORD000062,CUS023604,2024-03-18 14:09:34,Sữa tắm Nivea,FMCG,8,63000,0.22,393120,Đà Nẵng,Ngũ Hành Sơn,Hoàn thành,5.5,
ORD000063,CUS025111,2024-03-18 22:02:49,Sữa Vinamilk 1L,FMCG,1,30000,0.07,27900,TP.HCM,Q.3,Hoàn thành,1.5,
ORD000064,CUS014138,2024-03-17 08:43:06,Bàn ủi hơi nước Philips,Gia Dụng,4,788000,0.0,3152000,TP.HCM,Q.3,Hoàn thành,1.5,
ORD000065,CUS015334,2024-03-09 15:57:45,Quạt điều hòa Casper,Gia Dụng,1,1480000,0.54,680800,TP.HCM,,Hoàn thành,1.1,
ORD000066,CUS017547,2024-03-09 10:45:35,Kem đánh răng Colgate,FMCG,4,133000,0.0,532000,Đà Nẵng,,Hoàn thành,3.6,
ORD000067,CUS004694,2024-03-27 20:43:43,Nước giặt OMO 3.7kg,FMCG,2,31000,0.1,55800,TP.HCM,Q.3,Hoàn thành,1.6,5.0
ORD000068,CUS016433,2024-03-18 07:46:17,Áo thun Uniqlo,Thời Trang,9,235000,0.0,2115000,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.4,4.0
ORD000069,CUS021181,2024-03-01 07:38:01,iPad Pro 11,Điện Tử,2,1751000,0.33,2346340,TP.HCM,,Hoàn thành,2.1,
ORD000070,CUS021261,2024-03-22 11:08:26,Mì Hảo Hảo thùng 30 gói,FMCG,6,99000,0.0,594000,Hải Phòng,Ngô Quyền,Hoàn thành,4.0,
ORD000071,CUS022864,2024-03-16 18:16:31,Đầm maxi hoa nhí,Thời Trang,4,242000,0.1,871200,TP.HCM,,Hoàn thành,1.1,
ORD000072,CUS000736,2024-03-23 05:03:48,Kem đánh răng Colgate,FMCG,1,49000,0.0,49000,Hà Nội,,Hoàn thành,1.0,
ORD000073,CUS000692,2024-03-08 03:16:34,Vợt cầu lông Yonex,Thể Thao,10,399000,0.29,2832900,Hà Nội,Hoàn Kiếm,Đã hủy,2.3,2.0
ORD000074,CUS010402,2024-03-22 13:06:38,Váy công sở,Thời Trang,7,117000,0.0,819000,TP.HCM,,Hoàn thành,1.7,
ORD000075,CUS001164,2024-03-07 20:28:14,Tai nghe Sony WH-1000XM5,Điện Tử,1,1439000,0.0,1439000,TP.HCM,Q.Gò Vấp,Hoàn thành,1.2,4.0
ORD000076,CUS006757,2024-03-15 20:35:10,Sandal Birkenstock,Thời Trang,2,670000,0.19,1085400,Hà Nội,Hoàn Kiếm,Đã hủy,2.2,
ORD000077,CUS009621,2024-03-25 13:06:47,Áo thun Uniqlo,Thời Trang,1,277000,0.03,268690,TP.HCM,Q.3,Hoàn thành,1.4,5.0
ORD000078,CUS010185,2024-03-22 13:04:08,Quạt điều hòa Casper,Gia Dụng,7,320000,0.09,2038400,Hà Nội,Long Biên,Hoàn thành,0.8,
ORD000079,CUS018872,2024-03-21 01:18:43,Dầu gội Dove 650ml,FMCG,3,152000,0.06,428640,Hà Nội,Hoàng Mai,Hoàn thành,1.1,
ORD000080,CUS020875,2024-03-02 06:40:41,Xe đạp Giant ATX,Thể Thao,1,433000,0.1,389700,TP.HCM,Q.3,Hoàn thành,1.4,5.0
ORD000081,CUS009655,2024-03-11 06:28:01,Robot hút bụi Roomba,Gia Dụng,1,1148000,0.15,975800,TP.HCM,Q.3,Hoàn thành,1.4,5.0
ORD000082,CUS027809,2024-03-21 22:47:05,Sữa tắm Nivea,FMCG,7,29000,0.0,203000,Cần Thơ,,Hoàn thành,4.2,
ORD000083,CUS004981,2024-03-23 11:56:10,Găng tay boxing,Thể Thao,1,172000,0.21,135880,Hà Nội,Cầu Giấy,Hoàn thành,2.3,
ORD000084,CUS021572,2024-03-08 08:31:08,Apple Watch Series 9,Điện Tử,4,1346000,0.31,3714960,Hà Nội,,Hoàn thành,1.4,
ORD000085,CUS003953,2024-03-26 12:22:54,Tai nghe Sony WH-1000XM5,Điện Tử,1,1945000,0.0,1945000,TP.HCM,Q.12,Hoàn thành,1.5,
ORD000086,CUS006258,2024-03-03 18:31:40,iPad Pro 11,Điện Tử,1,533000,0.44,298480,TP.HCM,,Hoàn thành,1.2,
ORD000087,CUS023859,2024-03-14 17:48:14,Quạt điều hòa Casper,Gia Dụng,1,706000,0.2,564800,Hà Nội,Hoàn Kiếm,Đã hủy,1.5,
ORD000088,CUS003628,2024-03-14 12:07:07,Mì Hảo Hảo thùng 30 gói,FMCG,8,25000,0.28,144000,TP.HCM,,Hoàn thành,2.5,
ORD000089,CUS023561,2024-03-06 13:16:04,iPad Pro 11,Điện Tử,6,689000,0.0,4134000,Hà Nội,Đống Đa,Hoàn thành,0.9,
ORD000090,CUS005051,2024-03-06 15:24:12,Nước mắm Phú Quốc 1L,FMCG,5,56000,0.12,246400,Cần Thơ,,Hoàn thành,2.3,3.0
ORD000091,CUS008038,2024-03-13 18:52:15,Samsung Galaxy S24,Điện Tử,9,1408000,0.23,9757440,Hà Nội,,Hoàn thành,1.0,
ORD000092,CUS005357,2024-03-28 04:34:10,Máy lọc không khí Xiaomi,Gia Dụng,5,212000,0.27,773800,Hải Phòng,Lê Chân,Hoàn thành,3.0,4.0
ORD000093,CUS002957,2024-03-19 19:30:28,Dầu gội Dove 650ml,FMCG,1,144000,0.17,119520,TP.HCM,Q.1,Hoàn thành,1.6,
ORD000094,CUS021146,2024-03-06 18:19:19,Áo thun Uniqlo,Thời Trang,1,316000,0.25,237000,Đà Nẵng,Ngũ Hành Sơn,Hoàn trả,4.9,3.0
ORD000095,CUS011913,2024-03-18 14:34:23,Quần jeans Levi's 501,Thời Trang,4,761000,0.15,2587400,Hà Nội,,Hoàn trả,1.6,
ORD000096,CUS000538,2024-03-27 13:36:30,Bàn ủi hơi nước Philips,Gia Dụng,1,1141000,0.05,1083950,Hà Nội,Cầu Giấy,Hoàn thành,1.8,
ORD000097,CUS027673,2024-03-10 05:10:46,Váy công sở,Thời Trang,6,584000,0.14,3013440,TP.HCM,Q.7,Hoàn thành,1.5,3.0
ORD000098,CUS020502,2024-03-24 12:28:34,Tai nghe Sony WH-1000XM5,Điện Tử,9,3529000,0.13,27632070,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.4,4.0
ORD000099,CUS016480,2024-03-17 15:43:37,iPad Pro 11,Điện Tử,2,657000,0.2,1051200,Hà Nội,Đống Đa,Hoàn thành,1.6,5.0
ORD000100,CUS002509,2024-03-24 03:03:13,Cáp sạc nhanh USB-C,Phụ Kiện,4,141000,0.11,501960,TP.HCM,,Hoàn thành,0.9,
ORD000101,CUS026844,2024-03-14 10:30:39,Ốp lưng iPhone 15,Phụ Kiện,7,72000,0.41,297360,TP.HCM,Q.3,Hoàn thành,2.4,3.0
ORD000102,CUS012732,2024-03-13 06:14:11,Bàn ủi hơi nước Philips,Gia Dụng,4,705000,0.22,2199600,TP.HCM,Q.12,Hoàn thành,1.4,
ORD000103,CUS003082,2024-03-02 01:50:25,Quần jeans Levi's 501,Thời Trang,8,539000,0.57,1854160,TP.HCM,,Hoàn thành,1.3,
ORD000104,CUS021614,2024-03-08 21:57:13,Hub USB-C 7 in 1,Phụ Kiện,1,256000,0.0,256000,TP.HCM,Q.7,Hoàn thành,1.2,4.0
ORD000105,CUS023679,2024-03-05 11:26:13,Xe đạp Giant ATX,Thể Thao,1,302000,0.26,223480,Hải Phòng,Lê Chân,Hoàn thành,4.0,5.0
ORD000106,CUS023115,2024-03-14 06:52:03,Robot hút bụi Roomba,Gia Dụng,1,364000,0.0,364000,TP.HCM,Q.Bình Thạnh,Hoàn thành,1.7,
ORD000107,CUS012545,2024-03-15 19:26:28,Dầu gội Dove 650ml,FMCG,2,68000,0.0,136000,Hải Phòng,Hồng Bàng,Hoàn thành,4.1,
ORD000108,CUS027347,2024-03-27 02:13:53,Quần jeans Levi's 501,Thời Trang,4,210000,0.1,756000,TP.HCM,,Đã hủy,1.5,2.0
ORD000109,CUS021702,2024-03-07 10:27:24,iPhone 15 Pro,Điện Tử,7,742000,0.05,4934300,TP.HCM,,Hoàn thành,1.3,
ORD000110,CUS007742,2024-03-09 14:30:46,Hub USB-C 7 in 1,Phụ Kiện,1,195000,0.12,171600,TP.HCM,,Hoàn trả,1.5,
ORD000111,CUS019486,2024-03-14 08:46:56,Nước giặt OMO 3.7kg,FMCG,9,87000,0.2,626400,Hà Nội,,Hoàn thành,2.3,
ORD000112,CUS011331,2024-03-04 14:55:01,Váy công sở,Thời Trang,1,577000,0.16,484680,TP.HCM,Q.1,Hoàn thành,1.3,4.0
ORD000113,CUS017466,2024-03-13 04:40:10,Túi xách Coach,Thời Trang,5,286000,0.0,1430000,TP.HCM,Q.12,Hoàn thành,2.0,
ORD000114,CUS021257,2024-03-22 07:07:26,Dầu ăn Simply 5L,FMCG,1,119000,0.0,119000,TP.HCM,Q.12,Hoàn thành,1.4,5.0
ORD000115,CUS001990,2024-03-10 13:20:47,Máy ảnh Sony A7 IV,Điện Tử,4,1059000,0.08,3897120,Hà Nội,Hoàng Mai,Hoàn thành,1.5,4.0
ORD000116,CUS021864,2024-03-14 01:32:06,Thảm yoga Decathlon,Thể Thao,10,320000,0.27,2336000,TP.HCM,,Hoàn thành,1.9,
ORD000117,CUS011610,2024-03-27 06:08:47,Nồi cơm điện Cuckoo,Gia Dụng,1,388000,0.0,388000,TP.HCM,,Hoàn thành,0.5,
ORD000118,CUS021951,2024-03-07 11:38:35,Máy xay sinh tố Vitamix,Gia Dụng,1,214000,0.05,203300,TP.HCM,,Hoàn thành,1.8,
ORD000119,CUS022706,2024-03-26 14:52:58,Kem đánh răng Colgate,FMCG,1,25000,0.0,25000,TP.HCM,Q.Tân Bình,Hoàn thành,1.2,
ORD000120,CUS015065,2024-03-02 17:24:46,Quạt điều hòa Casper,Gia Dụng,1,854000,0.3,597800,TP.HCM,Q.Tân Bình,Đã hủy,1.5,
ORD000121,CUS005226,2024-03-17 00:09:08,Mì Hảo Hảo thùng 30 gói,FMCG,1,38000,0.11,33820,TP.HCM,,Hoàn thành,1.6,5.0
ORD000122,CUS025549,2024-03-23 01:55:19,Bàn ủi hơi nước Philips,Gia Dụng,1,279000,0.11,248310,Đà Nẵng,,Hoàn thành,5.0,
ORD000123,CUS020678,2024-03-04 08:40:47,Laptop Dell XPS 13,Điện Tử,1,816000,0.49,416160,Hà Nội,Long Biên,Hoàn thành,1.6,
ORD000124,CUS014618,2024-03-08 21:37:53,Kem đánh răng Colgate,FMCG,1,77000,0.0,77000,TP.HCM,Q.1,Hoàn thành,1.6,
ORD000125,CUS013164,2024-03-16 18:14:01,iPad Pro 11,Điện Tử,6,1347000,0.0,8082000,TP.HCM,Q.3,Hoàn thành,1.1,4.0
ORD000126,CUS008591,2024-03-01 17:00:12,Dầu gội Dove 650ml,FMCG,1,64000,0.0,64000,TP.HCM,Q.3,Hoàn thành,1.1,3.0
ORD000127,CUS016815,2024-03-12 00:41:25,Đầm maxi hoa nhí,Thời Trang,1,337000,0.06,316780,Hà Nội,Long Biên,Hoàn thành,1.6,
ORD000128,CUS002722,2024-03-28 11:59:55,iPad Pro 11,Điện Tử,3,760000,0.0,2280000,TP.HCM,,Hoàn thành,1.7,
ORD000129,CUS016756,2024-03-13 02:24:07,Samsung Galaxy S24,Điện Tử,1,1536000,0.17,1274880,Hà Nội,Hoàn Kiếm,Hoàn thành,2.0,
ORD000130,CUS026509,2024-03-24 19:08:04,Kem đánh răng Colgate,FMCG,9,58000,0.15,443700,Hà Nội,,Hoàn thành,1.7,4.0
ORD000131,CUS004796,2024-03-02 23:16:21,Apple Watch Series 9,Điện Tử,2,1003000,0.15,1705100,Hà Nội,,Hoàn thành,1.2,
ORD000132,CUS009253,2024-03-18 09:15:27,"Balo laptop 15""",Phụ Kiện,8,242000,0.0,1936000,TP.HCM,,Hoàn thành,1.5,3.0
ORD000133,CUS006419,2024-03-28 00:12:38,Dầu ăn Simply 5L,FMCG,10,105000,0.38,651000,TP.HCM,Q.7,Đã hủy,1.3,
ORD000134,CUS024870,2024-03-17 15:51:19,Sandal Birkenstock,Thời Trang,7,313000,0.06,2059540,Hà Nội,,Hoàn thành,1.1,
ORD000135,CUS026736,2024-03-10 18:16:56,Mì Hảo Hảo thùng 30 gói,FMCG,10,53000,0.0,530000,TP.HCM,,Hoàn thành,1.2,
ORD000136,CUS017639,2024-03-06 01:02:27,Samsung Galaxy S24,Điện Tử,7,859000,0.21,4750270,TP.HCM,Q.7,Hoàn thành,0.9,
ORD000137,CUS000644,2024-03-04 08:38:49,Cáp sạc nhanh USB-C,Phụ Kiện,1,39000,0.25,29250,Hải Phòng,,Hoàn thành,3.2,
ORD000138,CUS007336,2024-03-12 19:21:22,Dầu ăn Simply 5L,FMCG,7,126000,0.63,326340,Hà Nội,Đống Đa,Hoàn thành,0.9,
ORD000139,CUS013118,2024-03-19 06:56:06,Dây kéo tập gym,Thể Thao,2,252000,0.12,443520,TP.HCM,Q.12,Hoàn trả,1.8,2.0
ORD000140,CUS021297,2024-03-18 10:10:10,iPad Pro 11,Điện Tử,3,1753000,0.1,4733100,TP.HCM,,Hoàn thành,1.0,
ORD000141,CUS013934,2024-03-27 17:05:38,Sữa Vinamilk 1L,FMCG,1,67000,0.29,47570,Hà Nội,,Hoàn thành,1.2,
ORD000142,CUS019152,2024-03-09 02:10:50,Nước mắm Phú Quốc 1L,FMCG,1,150000,0.44,84000,Đà Nẵng,Thanh Khê,Hoàn thành,3.5,
ORD000143,CUS019428,2024-03-15 20:19:23,Giá đỡ laptop,Phụ Kiện,1,179000,0.05,170050,Hà Nội,,Hoàn thành,1.7,
ORD000144,CUS025921,2024-03-20 14:44:19,Kem đánh răng Colgate,FMCG,1,112000,0.19,90720,TP.HCM,,Hoàn thành,1.6,
ORD000145,CUS023289,2024-03-19 10:27:46,Sữa Vinamilk 1L,FMCG,8,46000,0.17,305440,Hà Nội,,Hoàn thành,1.6,5.0
ORD000146,CUS005503,2024-03-18 09:37:19,Áo khoác bomber,Thời Trang,1,162000,0.16,136080,TP.HCM,,Hoàn thành,0.8,
ORD000147,CUS017966,2024-03-18 00:00:14,Sandal Birkenstock,Thời Trang,1,382000,0.0,382000,TP.HCM,,Hoàn trả,1.6,
ORD000148,CUS011873,2024-03-26 14:13:17,Sữa Vinamilk 1L,FMCG,1,21000,0.3,14700,Hà Nội,Long Biên,Hoàn thành,1.3,5.0
ORD000149,CUS021305,2024-03-10 21:13:13,Dầu gội Dove 650ml,FMCG,8,49000,0.0,392000,Đà Nẵng,Ngũ Hành Sơn,Hoàn thành,3.2,
ORD000150,CUS005036,2024-03-03 08:41:45,Apple Watch Series 9,Điện Tử,7,514000,0.0,3598000,TP.HCM,Q.3,Hoàn thành,1.4,5.0
ORD000151,CUS026449,2024-03-28 21:36:00,Vợt cầu lông Yonex,Thể Thao,3,230000,0.0,690000,TP.HCM,Q.Tân Bình,Hoàn thành,1.2,
ORD000152,CUS017453,2024-03-02 14:00:22,Cáp sạc nhanh USB-C,Phụ Kiện,2,186000,0.25,279000,TP.HCM,Q.Tân Bình,Hoàn thành,0.6,
ORD000153,CUS001886,2024-03-28 14:13:09,Samsung Galaxy S24,Điện Tử,2,1443000,0.17,2395380,TP.HCM,,Hoàn thành,1.7,
ORD000154,CUS022658,2024-03-01 15:41:31,Sữa tắm Nivea,FMCG,1,59000,0.28,42480,Hà Nội,,Hoàn thành,0.9,5.0
ORD000155,CUS004595,2024-03-22 05:46:32,"Smart TV Samsung 55""",Điện Tử,1,1272000,0.62,483360,Hà Nội,Đống Đa,Hoàn trả,2.1,
ORD000156,CUS006570,2024-03-28 17:13:19,Máy xay sinh tố Vitamix,Gia Dụng,3,542000,0.16,1365840,TP.HCM,Q.7,Hoàn thành,0.7,4.0
ORD000157,CUS023352,2024-03-10 23:14:03,Giày Nike Air Max,Thời Trang,3,1501000,0.12,3962640,TP.HCM,Q.1,Hoàn thành,1.8,
ORD000158,CUS016109,2024-03-17 19:45:04,Nồi cơm điện Cuckoo,Gia Dụng,1,898000,0.14,772280,TP.HCM,Q.1,Hoàn trả,1.4,
ORD000159,CUS017015,2024-03-28 10:27:32,Máy xay sinh tố Vitamix,Gia Dụng,10,526000,0.01,5207400,TP.HCM,,Hoàn thành,2.2,
ORD000160,CUS008066,2024-03-22 18:17:38,Bàn ủi hơi nước Philips,Gia Dụng,1,1268000,0.28,912960,TP.HCM,Q.Gò Vấp,Hoàn thành,0.9,
ORD000161,CUS017598,2024-03-23 21:49:02,Tai nghe Sony WH-1000XM5,Điện Tử,9,2210000,0.0,19890000,Hà Nội,,Hoàn thành,2.0,
ORD000162,CUS014982,2024-03-19 19:53:07,Ốp lưng iPhone 15,Phụ Kiện,3,82000,0.21,194340,Hà Nội,Hoàng Mai,Hoàn thành,1.9,3.0
ORD000163,CUS020630,2024-03-10 05:49:27,Sandal Birkenstock,Thời Trang,1,149000,0.0,149000,Hà Nội,,Hoàn trả,1.5,
ORD000164,CUS026219,2024-03-07 01:07:56,iPhone 15 Pro,Điện Tử,4,505000,0.06,1898800,Hà Nội,Hoàng Mai,Hoàn thành,2.0,
ORD000165,CUS019584,2024-03-03 21:54:34,Sữa Vinamilk 1L,FMCG,10,43000,0.56,189200,TP.HCM,Q.Gò Vấp,Hoàn thành,1.1,4.0
